Range,REF,PropertyName,PropertyDescription,PropertyDescriptionShort,PropertyFilter,PropertyFilterShort,Source,SectorCount,PublicCount,Type,Subtype,Year,YearDesc,File,Field,DataType,DataTypeAlt,RecordFilterBy,Filter,FilterValue,Filter2,Filter2Value,Filter3,Filter3Value,Filter4,Filter4Value,Filter5,Filter5Value,ShouldBeNormalised,NormalisedLookup,CompoundFields,ReturnMultipleRecords,IgnoreMapping
England,22_KS4D_EDU_EDU_DIS_PC_ENG,Education_Dis_Eng_Previous_Pct,All Education,Education,Disadvantaged,Dis,EES,1,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,education,double,percentage,geographic_level,breakdown,Disadvantaged,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EDU_GRL_ENG,Education_Grl_Eng_Previous_Num,All Education,Education,Girls,Grl,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,education,double,number,geographic_level,breakdown,Female,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EDU_GRL_PC_ENG,Education_Grl_Eng_Previous_Pct,All Education,Education,Girls,Grl,EES,1,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,education,double,percentage,geographic_level,breakdown,Female,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EDU_NDS_ENG,Education_NDi_Eng_Previous_Num,All Education,Education,Not disadvantaged,NDi,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,education,double,number,geographic_level,breakdown,Not disadvantaged,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EDU_NDS_PC_ENG,Education_NDi_Eng_Previous_Pct,All Education,Education,Not disadvantaged,NDi,EES,1,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,education,double,percentage,geographic_level,breakdown,Not disadvantaged,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EDU_TOT_ENG,Education_Tot_Eng_Previous_Num,All Education,Education,Total,Tot,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,education,double,number,geographic_level,breakdown,Total,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,breakdown_topic,Total,,,,,
England,22_KS4D_EDU_EDU_TOT_PC_ENG,Education_Tot_Eng_Previous_Pct,All Education,Education,Total,Tot,EES,1,1,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,education,double,percentage,geographic_level,breakdown,Total,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,breakdown_topic,Total,,,,,
England,22_KS4D_EDU_EMP_BOY_ENG,Employment_Boy_Eng_Previous_Num,All Employment,Employment,Boys,Boy,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,all_work,double,number,geographic_level,breakdown,Male,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EMP_BOY_PC_ENG,Employment_Boy_Eng_Previous_Pct,All Employment,Employment,Boys,Boy,EES,1,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,all_work,double,percentage,geographic_level,breakdown,Male,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EMP_DIS_ENG,Employment_Dis_Eng_Previous_Num,All Employment,Employment,Disadvantaged,Dis,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,all_work,double,number,geographic_level,breakdown,Disadvantaged,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EMP_DIS_PC_ENG,Employment_Dis_Eng_Previous_Pct,All Employment,Employment,Disadvantaged,Dis,EES,1,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,all_work,double,percentage,geographic_level,breakdown,Disadvantaged,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EMP_GRL_ENG,Employment_Grl_Eng_Previous_Num,All Employment,Employment,Girls,Grl,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,all_work,double,number,geographic_level,breakdown,Female,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EMP_GRL_PC_ENG,Employment_Grl_Eng_Previous_Pct,All Employment,Employment,Girls,Grl,EES,1,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,all_work,double,percentage,geographic_level,breakdown,Female,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EMP_NDS_ENG,Employment_NDi_Eng_Previous_Num,All Employment,Employment,Not disadvantaged,NDi,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,all_work,double,number,geographic_level,breakdown,Not disadvantaged,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EMP_NDS_PC_ENG,Employment_NDi_Eng_Previous_Pct,All Employment,Employment,Not disadvantaged,NDi,EES,1,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,all_work,double,percentage,geographic_level,breakdown,Not disadvantaged,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_EMP_TOT_ENG,Employment_Tot_Eng_Previous_Num,All Employment,Employment,Total,Tot,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,all_work,double,number,geographic_level,breakdown,Total,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,breakdown_topic,Total,,,,,
England,22_KS4D_EDU_EMP_TOT_PC_ENG,Employment_Tot_Eng_Previous_Pct,All Employment,Employment,Total,Tot,EES,1,1,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,all_work,double,percentage,geographic_level,breakdown,Total,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,breakdown_topic,Total,,,,,
England,22_KS4D_EDU_APP_BOY_ENG,Apprentice_Boy_Eng_Previous_Num,Apprenticeship,Apprentice,Boys,Boy,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,appren,double,number,geographic_level,breakdown,Male,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_APP_BOY_PC_ENG,Apprentice_Boy_Eng_Previous_Pct,Apprenticeship,Apprentice,Boys,Boy,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,appren,double,percentage,geographic_level,breakdown,Male,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_APP_DIS_ENG,Apprentice_Dis_Eng_Previous_Num,Apprenticeship,Apprentice,Disadvantaged,Dis,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,appren,double,number,geographic_level,breakdown,Disadvantaged,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_APP_DIS_PC_ENG,Apprentice_Dis_Eng_Previous_Pct,Apprenticeship,Apprentice,Disadvantaged,Dis,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,appren,double,percentage,geographic_level,breakdown,Disadvantaged,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_APP_GRL_ENG,Apprentice_Grl_Eng_Previous_Num,Apprenticeship,Apprentice,Girls,Grl,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,appren,double,number,geographic_level,breakdown,Female,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_APP_GRL_PC_ENG,Apprentice_Grl_Eng_Previous_Pct,Apprenticeship,Apprentice,Girls,Grl,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,appren,double,percentage,geographic_level,breakdown,Female,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_APP_NDS_ENG,Apprentice_NDi_Eng_Previous_Num,Apprenticeship,Apprentice,Not disadvantaged,NDi,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,appren,double,number,geographic_level,breakdown,Not disadvantaged,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_APP_NDS_PC_ENG,Apprentice_NDi_Eng_Previous_Pct,Apprenticeship,Apprentice,Not disadvantaged,NDi,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,appren,double,percentage,geographic_level,breakdown,Not disadvantaged,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,,,,,,,
England,22_KS4D_EDU_APP_TOT_ENG,Apprentice_Tot_Eng_Previous_Num,Apprenticeship,Apprentice,Total,Tot,EES,0,0,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,appren,double,number,geographic_level,breakdown,Total,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202223,breakdown_topic,Total,,,,,
England,22_KS4D_EDU_APP_TOT_PC_ENG,Apprentice_Tot_Eng_Previous_Pct,Apprenticeship,Apprentice,Total,Tot,EES,0,1,KS4_Destinations,Destinations,2022-2023,Previous,ks4_dm_ud_202223_nat_rev,appren,double,percentage,geographic_level,breakdown,Total,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202223,breakdown_topic,Total,,,,,
England,21_KS4D_EDU_ALL_BOY_ENG,AllDest_Boy_Eng_Previous2_Num,All Destinations,AllDest,Boys,Boy,EES,0,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,overall,double,number,geographic_level,breakdown,Male,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Gender,,,,,
England,21_KS4D_EDU_ALL_BOY_PC_ENG,AllDest_Boy_Eng_Previous2_Pct,All Destinations,AllDest,Boys,Boy,EES,1,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,overall,double,percentage,geographic_level,breakdown,Male,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Gender,,,,,
England,21_KS4D_EDU_ALL_DIS_ENG,AllDest_Dis_Eng_Previous2_Num,All Destinations,AllDest,Disadvantaged,Dis,EES,0,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,overall,double,number,geographic_level,breakdown,Disadvantaged,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Disadvantage Status,,,,,
England,21_KS4D_EDU_ALL_DIS_PC_ENG,AllDest_Dis_Eng_Previous2_Pct,All Destinations,AllDest,Disadvantaged,Dis,EES,1,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,overall,double,percentage,geographic_level,breakdown,Disadvantaged,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Disadvantage Status,,,,,
England,21_KS4D_EDU_ALL_GRL_ENG,AllDest_Grl_Eng_Previous2_Num,All Destinations,AllDest,Girls,Grl,EES,0,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,overall,double,number,geographic_level,breakdown,Female,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Gender,,,,,
England,21_KS4D_EDU_ALL_GRL_PC_ENG,AllDest_Grl_Eng_Previous2_Pct,All Destinations,AllDest,Girls,Grl,EES,1,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,overall,double,percentage,geographic_level,breakdown,Female,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Gender,,,,,
England,21_KS4D_EDU_ALL_NDS_ENG,AllDest_NDi_Eng_Previous2_Num,All Destinations,AllDest,Not disadvantaged,NDi,EES,0,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,overall,double,number,geographic_level,breakdown,Not disadvantaged,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Disadvantage Status,,,,,
England,21_KS4D_EDU_ALL_NDS_PC_ENG,AllDest_NDi_Eng_Previous2_Pct,All Destinations,AllDest,Not disadvantaged,NDi,EES,1,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,overall,double,percentage,geographic_level,breakdown,Not disadvantaged,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Disadvantage Status,,,,,
England,21_KS4D_EDU_ALL_TOT_ENG,AllDest_Tot_Eng_Previous2_Num,All Destinations,AllDest,Total,Tot,EES,0,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,overall,double,number,geographic_level,breakdown,Total,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Total,,,,,
England,21_KS4D_EDU_ALL_TOT_PC_ENG,AllDest_Tot_Eng_Previous2_Pct,All Destinations,AllDest,Total,Tot,EES,1,1,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,overall,double,percentage,geographic_level,breakdown,Total,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Total,,,,,
England,21_KS4D_EDU_EDU_BOY_ENG,Education_Boy_Eng_Previous2_Num,All Education,Education,Boys,Boy,EES,0,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,education,double,number,geographic_level,breakdown,Male,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Gender,,,,,
England,21_KS4D_EDU_EDU_BOY_PC_ENG,Education_Boy_Eng_Previous2_Pct,All Education,Education,Boys,Boy,EES,1,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,education,double,percentage,geographic_level,breakdown,Male,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Gender,,,,,
England,21_KS4D_EDU_EDU_DIS_ENG,Education_Dis_Eng_Previous2_Num,All Education,Education,Disadvantaged,Dis,EES,0,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,education,double,number,geographic_level,breakdown,Disadvantaged,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Disadvantage Status,,,,,
England,21_KS4D_EDU_EDU_DIS_PC_ENG,Education_Dis_Eng_Previous2_Pct,All Education,Education,Disadvantaged,Dis,EES,1,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,education,double,percentage,geographic_level,breakdown,Disadvantaged,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Disadvantage Status,,,,,
England,21_KS4D_EDU_EDU_GRL_ENG,Education_Grl_Eng_Previous2_Num,All Education,Education,Girls,Grl,EES,0,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,education,double,number,geographic_level,breakdown,Female,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Gender,,,,,
England,21_KS4D_EDU_EDU_GRL_PC_ENG,Education_Grl_Eng_Previous2_Pct,All Education,Education,Girls,Grl,EES,1,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,education,double,percentage,geographic_level,breakdown,Female,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Gender,,,,,
England,21_KS4D_EDU_EDU_NDS_ENG,Education_NDi_Eng_Previous2_Num,All Education,Education,Not disadvantaged,NDi,EES,0,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,education,double,number,geographic_level,breakdown,Not disadvantaged,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Disadvantage Status,,,,,
England,21_KS4D_EDU_EDU_NDS_PC_ENG,Education_NDi_Eng_Previous2_Pct,All Education,Education,Not disadvantaged,NDi,EES,1,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,education,double,percentage,geographic_level,breakdown,Not disadvantaged,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Disadvantage Status,,,,,
England,21_KS4D_EDU_EDU_TOT_ENG,Education_Tot_Eng_Previous2_Num,All Education,Education,Total,Tot,EES,0,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,education,double,number,geographic_level,breakdown,Total,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Total,,,,,
England,21_KS4D_EDU_EDU_TOT_PC_ENG,Education_Tot_Eng_Previous2_Pct,All Education,Education,Total,Tot,EES,1,1,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,education,double,percentage,geographic_level,breakdown,Total,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Total,,,,,
England,21_KS4D_EDU_EMP_BOY_ENG,Employment_Boy_Eng_Previous2_Num,All Employment,Employment,Boys,Boy,EES,0,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,all_work,double,number,geographic_level,breakdown,Male,data_type,Number of pupils,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Gender,,,,,
England,21_KS4D_EDU_EMP_BOY_PC_ENG,Employment_Boy_Eng_Previous2_Pct,All Employment,Employment,Boys,Boy,EES,1,0,KS4_Destinations,Destinations,2021-2022,Previous2,ks4_dm_ud_202122_nat_rev,all_work,double,percentage,geographic_level,breakdown,Male,data_type,Percentage,institution_group,State-funded mainstream & special schools,time_period,202122,breakdown_topic,Gender,,,,,
